objectid,cod_favela,nome,situacao,cod_comple,complexo,data_cadas,cod_bairro,bairro,cod_ra,ra,cod_rp,rp,cod_ap,pop_sabren,dom_sabren,fonte,upp,cod_bair_1,area,shape_Length,shape_Area
851,292,Vila do Céu,1,2130,Vila do Céu,1981/11/17 00:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,3673,1470,IPP com base em IBGE - Censo Demográfico 2022,,147,206321.72528942,2560.11198102571,206321.725289278
852,293,Vila Jurari,2,0,Isolada,1981/10/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,156,70,IPP com base em IBGE - Censo Demográfico 2022,,151,5763.67277108,403.123199022468,5763.67277101612
853,294,Vila São Jorge (RA - Campo Grande),1,2132,Vila São Jorge,1981/09/24 00:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,3056,1266,IPP com base em IBGE - Censo Demográfico 2022,,147,149521.57219527,2082.36113202808,149521.572195108
854,295,Vila União (RA - Campo Grande),1,2132,Vila São Jorge,1981/09/10 00:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,1110,517,IPP com base em IBGE - Censo Demográfico 2022,,146,70415.32214583,1229.92672664503,70415.3221457473
855,296,Vila Nossa Senhora da Paz,1,2094,Condomínio Paco do Lumiar,1988/08/01 00:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,546,272,IPP com base em IBGE - Censo Demográfico 2022,,121,9959.07311476,619.153488608877,9959.07259667019
856,297,"Avenida João XXIII, nº 300",2,0,Isolada,1981/09/25 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,390,173,IPP com base em IBGE - Censo Demográfico 2022,,149,67496.18857666,1928.66835994243,67496.1887707095
857,395,Caminho do Padre,1,2071,Parque Criança Esperança,1985/01/02 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,200,64,IPP com base em IBGE - Censo Demográfico 2022,,107,19795.17223589,694.108722774194,19795.1722691721
858,298,Beco da Guarda,2,0,Isolada,1981/10/01 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,758,276,IPP com base em IBGE - Censo Demográfico 2022,,150,56839.29390404,1900.37577023622,56839.2939043817
859,299,Coréia (RA - Santa Cruz),2,0,Isolada,1981/09/24 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,182,84,IPP com base em IBGE - Censo Demográfico 2022,,149,8985.69781126,429.994582647535,8985.69781127359
860,300,Divinéia,1,2139,Três Pontes,1981/09/16 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,5045,2044,IPP com base em IBGE - Censo Demográfico 2022,,148,308085.61519399,4000.85015230094,308085.615193832
861,305,Três Pontes,1,2139,Três Pontes,1981/09/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,4318,1800,IPP com base em IBGE - Censo Demográfico 2022,,149,381078.18332258,4482.60999631037,381078.18387753
862,301,Linha de Austin,1,2135,Linha de Austin,1981/10/30 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,1967,779,IPP com base em IBGE - Censo Demográfico 2022,,148,144064.54244999,6832.15590049054,144064.536125987
863,302,Margem do Canal do Cação Vermelho,2,0,Isolada,1981/11/24 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1878,749,IPP com base em IBGE - Censo Demográfico 2022,,149,125090.91769048,3081.29675282156,125090.917690441
864,316,Parque Proletário dos Bancários,2,0,Isolada,1988/06/29 00:00:00+00,97,Bancários,20,Ilha do Governador,3.7,Ilha do Governador,3,3105,1396,IPP com base em IBGE - Censo Demográfico 2022,,097,77240.45823681,1298.67960180744,77240.4582368667
865,306,Vala do Sangue,2,0,Isolada,1981/09/25 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1157,472,IPP com base em IBGE - Censo Demográfico 2022,,149,79629.65599095,3325.25886354269,79629.6559907698
866,307,Bairro da Sapucaia,1,2065,Praia da Rosa,1981/07/15 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,1336,513,IPP com base em IBGE - Censo Demográfico 2022,,101,22117.3738435,769.904739747404,22117.3738435538
867,308,Bairro Nossa Senhora das Graças,1,2061,Bairro Nossa Senhora das Graças,1981/07/15 00:00:00+00,94,Pitangueiras,20,Ilha do Governador,3.7,Ilha do Governador,3,6037,2582,IPP com base em IBGE - Censo Demográfico 2022,,094,127622.62874501,2253.02894863269,127622.628744902
868,309,Bela Vista da Pichuna,1,2062,Bela Vista da Pichuna,1981/06/16 00:00:00+00,98,Freguesia (Ilha do Governador),20,Ilha do Governador,3.7,Ilha do Governador,3,2773,1327,IPP com base em IBGE - Censo Demográfico 2022,,098,95811.69568521,2051.89807008475,95811.6956853359
869,310,Colônia de Pescadores Almirante Gomes Pereira,2,0,Isolada,1981/06/23 00:00:00+00,93,Cacuia,20,Ilha do Governador,3.7,Ilha do Governador,3,2227,957,IPP com base em IBGE - Censo Demográfico 2022,,093,78538.74539968,1299.31195948583,78538.7453995284
870,311,Conjunto Residencial dos Servidores Municipais,1,2063,Conjunto Residencial dos Servidores,1981/07/09 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,1772,685,IPP com base em IBGE - Censo Demográfico 2022,,101,81009.86430253,2608.33418983494,81009.8643024548
871,312,Guarabu,1,2064,Morro do Dendê,1981/07/10 00:00:00+00,100,Jardim Carioca,20,Ilha do Governador,3.7,Ilha do Governador,3,5070,2376,IPP com base em IBGE - Censo Demográfico 2022,,100,164456.46017846,3378.32016831904,164456.459544879
872,313,Morro das Araras,1,2062,Bela Vista da Pichuna,1981/06/18 00:00:00+00,98,Freguesia (Ilha do Governador),20,Ilha do Governador,3.7,Ilha do Governador,3,382,157,IPP com base em IBGE - Censo Demográfico 2022,,098,16546.18365426,1057.07904130753,16546.1836541002
873,314,Morro do Dendê,1,2064,Morro do Dendê,1981/07/09 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,8977,3911,IPP com base em IBGE - Censo Demográfico 2022,,101,226296.49284322,2919.913713548,226296.492843202
874,315,Morro do Querosene,1,2063,Conjunto Residencial dos Servidores,1981/07/10 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,724,295,IPP com base em IBGE - Censo Demográfico 2022,,101,20233.85456199,728.582321511868,20233.8545621283
875,317,Parque Royal,2,0,Isolada,1981/06/24 00:00:00+00,103,Portuguesa,20,Ilha do Governador,3.7,Ilha do Governador,3,5265,2342,IPP com base em IBGE - Censo Demográfico 2022,,103,91884.07519546,1509.04084332032,91884.0743824826
876,319,Praia da Rosa,1,2065,Praia da Rosa,1988/06/26 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,1767,727,IPP com base em IBGE - Censo Demográfico 2022,,101,30809.20753265,1112.05150436358,30809.2073558069
877,321,Rua Guariúba,1,2064,Morro do Dendê,1981/07/22 00:00:00+00,96,Cocotá,20,Ilha do Governador,3.7,Ilha do Governador,3,66,26,IPP com base em IBGE - Censo Demográfico 2022,,096,6291.7198376,466.602557113063,6291.71983758072
878,322,"Rua Rodano, Lote 22, Quadra 31",1,2064,Morro do Dendê,1981/07/17 00:00:00+00,100,Jardim Carioca,20,Ilha do Governador,3.7,Ilha do Governador,3,29,14,IPP com base em IBGE - Censo Demográfico 2022,,100,1751.69676466,188.275542850404,1751.69676466414
879,323,Serra Morena,2,0,Isolada,1981/07/08 00:00:00+00,99,Jardim Guanabara,20,Ilha do Governador,3.7,Ilha do Governador,3,538,228,IPP com base em IBGE - Censo Demográfico 2022,,099,14386.71814311,784.128148468602,14386.7181430833
880,324,Tremembé,2,0,Isolada,1981/07/13 00:00:00+00,97,Bancários,20,Ilha do Governador,3.7,Ilha do Governador,3,699,287,IPP com base em IBGE - Censo Demográfico 2022,,097,17789.18960743,718.365562380778,17789.1896074621
881,325,Almirante Tamandaré,1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/09/07 00:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,166,66,IPP com base em IBGE - Censo Demográfico 2022,,112,9452.79121941,483.158712032725,9452.79100185174
882,326,Avenida,1,2069,Avenida,1981/09/22 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,53,24,IPP com base em IBGE - Censo Demográfico 2022,,107,13722.00886912,1213.7923758194,13722.008869169
883,327,Bairro da Pedreira,1,2075,Bairro da Pedreira,1981/09/21 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,8881,3284,IPP com base em IBGE - Censo Demográfico 2022,,114,315002.53233069,3220.10587535615,315002.532330687
884,328,Beira Rio - Rua Arnaldo Murineli - (RA - Anchieta),1,2070,Beira Rio - Rua Arnaldo Murineli,1981/09/22 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,652,252,IPP com base em IBGE - Censo Demográfico 2022,,107,35446.06481147,1798.85805843244,35446.0648114453
885,329,Beira Rio - Rua Matura (RA - Pavuna),2,0,Isolada,1981/09/21 00:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,24,11,IPP com base em IBGE - Censo Demográfico 2022,,111,4579.0869047,372.754926607468,4579.08641273582
886,330,Fazenda Botafogo / Margem da Linha,1,2075,Bairro da Pedreira,1981/09/22 00:00:00+00,113,Costa Barros,25,Pavuna,3.6,Pavuna,3,7349,3017,IPP com base em IBGE - Censo Demográfico 2022,,113,313866.43625219,3138.49161865648,313866.436645311
887,331,Faz Quem Quer (RA - Anchieta),1,2071,Parque Criança Esperança,1982/06/30 00:00:00+00,106,Guadalupe,22,Anchieta,3.6,Pavuna,3,518,242,IPP com base em IBGE - Censo Demográfico 2022,,106,19578.67159059,756.33479777102,19578.6715908066
888,332,Fé em Deus,2,0,Isolada,1981/09/22 00:00:00+00,108,Parque Anchieta,22,Anchieta,3.6,Pavuna,3,527,200,IPP com base em IBGE - Censo Demográfico 2022,,108,21068.27353005,720.243709079843,21068.2735299417
889,333,Furão,2,0,Isolada,1981/09/07 00:00:00+00,110,Coelho Neto,25,Pavuna,3.6,Pavuna,3,143,70,IPP com base em IBGE - Censo Demográfico 2022,,110,13558.48356276,698.943875769602,13558.4835624922
890,372,Rua São Tillon,2,0,Isolada,1981/09/22 00:00:00+00,128,Barra da Tijuca,24,Barra da Tijuca,4.2,Barra da Tijuca,4,105,50,IPP com base em IBGE - Censo Demográfico 2022,,128,1983.04427934,196.127631114889,1983.04427932386
891,334,"Gleba I, da Antiga Fazenda Botafogo",1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/01/02 00:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,11199,4808,IPP com base em IBGE - Censo Demográfico 2022,,112,480107.31414012,5813.11227559606,480107.3141405
892,335,Caminho do Job,1,2076,Chico Mendes (Morro do Chapadão),1981/10/22 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,2559,1043,IPP com base em IBGE - Censo Demográfico 2022,,114,119470.36248576,1502.16675453335,119470.362485681
893,336,Margem da Linha,2,0,Isolada,1981/09/23 00:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,870,344,IPP com base em IBGE - Censo Demográfico 2022,,112,40582.49713421,1018.7500233045,40582.4971342225
894,337,Morro do Mata Quatro,2,0,Isolada,1981/09/23 00:00:00+00,106,Guadalupe,22,Anchieta,3.6,Pavuna,3,692,324,IPP com base em IBGE - Censo Demográfico 2022,,106,32638.24094061,726.266565827037,32638.2409404612
895,338,Oliveira Bueno,1,2069,Avenida,1981/09/22 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,126,58,IPP com base em IBGE - Censo Demográfico 2022,,107,13089.6224379,688.879663107351,13089.6224381018
896,339,Parque Acari,1,2073,Acari,1982/02/08 00:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,4957,2085,IPP com base em IBGE - Censo Demográfico 2022,,111,159145.2483828,2341.55126610295,159145.247286232
897,340,Parque Anchieta,2,0,Isolada,1981/09/12 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,394,188,IPP com base em IBGE - Censo Demográfico 2022,,107,19667.32971654,1695.80077184948,19667.3297163011
898,342,Parque Columbia,2,0,Isolada,1981/09/21 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,215,88,IPP com base em IBGE - Censo Demográfico 2022,,114,17680.93406315,2249.17480709951,17680.9330322571
899,343,Parque São José,1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/10/07 00:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,1495,631,IPP com base em IBGE - Censo Demográfico 2022,,112,45894.27078702,1112.9401279993,45894.2703271292
900,345,Araguatins,1,2074,Araguatins,1981/09/22 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,61,24,IPP com base em IBGE - Censo Demográfico 2022,,114,5117.41696989,828.074005182078,5117.41696982257
901,349,Vila Beira Rio,1,2032,Bairro Proletário do Dique,1981/08/06 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,2949,1056,IPP com base em IBGE - Censo Demográfico 2022,,114,123097.62773327,2762.24578666633,123097.627733486
902,350,Vila Esperança (RA - Pavuna),1,2073,Acari,1982/03/08 00:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,6728,2318,IPP com base em IBGE - Censo Demográfico 2022,,111,140645.7767318,2565.87237242158,140645.776731765
903,351,Vila Eugênia,1,2059,Vila Eugênia,1981/09/23 00:00:00+00,90,Marechal Hermes,15,Madureira,3.3,Madureira,3,3618,1564,IPP com base em IBGE - Censo Demográfico 2022,,090,134915.67743423,2393.70471472289,134915.677434198
904,358,Ocidental Fallet,2,0,Isolada,1981/11/04 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,587,283,IPP com base em IBGE - Censo Demográfico 2022,,014,46162.15748077,1404.51388284405,46162.1574806553
905,359,Travessa Vista Alegre,2,0,Isolada,1981/06/23 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,106,55,IPP com base em IBGE - Censo Demográfico 2022,,014,1818.88271936,194.435948886753,1818.88271943949
906,465,Abadianas,1,2089,Asa Branca,1991/08/20 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,889,371,IPP com base em IBGE - Censo Demográfico 2022,,115,29113.08835893,1607.95176749286,29113.0883590934
907,352,Vila Rica de Irajá,1,2073,Acari,1982/02/18 00:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,11824,4668,IPP com base em IBGE - Censo Demográfico 2022,,111,332502.15066386,6059.07884779876,332502.154778086
908,353,Baronesa,1,2014,Vila Paraíso,1981/12/16 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,191,73,IPP com base em IBGE - Censo Demográfico 2022,,014,3812.5079921,282.147468235196,3812.50799202988
909,354,Francisco de Castro,2,0,Isolada,1981/12/16 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,8,4,IPP com base em IBGE - Censo Demográfico 2022,,014,1612.35510184,174.558456407513,1612.35510182393
910,355,Júlio Otoni,2,0,Isolada,1981/03/31 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,543,181,IPP com base em IBGE - Censo Demográfico 2022,,014,21225.35290263,781.50004143004,21225.3529026359
911,371,Restinga,2,0,Isolada,1981/09/25 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,187,111,IPP com base em IBGE - Censo Demográfico 2022,,132,14210.78859677,699.714035225379,14210.7885969049
912,362,Vista Alegre do Recreio,2,0,Isolada,1995/05/16 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,719,345,IPP com base em IBGE - Censo Demográfico 2022,,132,11231.42927436,533.50215536238,11231.4292741482
913,363,Beira do Canal,2,0,Isolada,1988/10/02 00:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,1429,557,IPP com base em IBGE - Censo Demográfico 2022,,131,61065.29640164,3597.40383761095,61065.3003949296
914,366,Caminho do Marinho,2,0,Isolada,1988/09/25 00:00:00+00,129,Camorim,24,Barra da Tijuca,4.2,Barra da Tijuca,4,849,304,IPP com base em IBGE - Censo Demográfico 2022,,129,24590.04624417,963.29996572428,24590.0462441019
915,367,Canal das Tachas,1,2105,Canal das Tachas,1988/09/25 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,5672,2702,IPP com base em IBGE - Censo Demográfico 2022,,132,78894.45620036,2461.68487553372,78894.4562005678
916,368,Canal do Cortado,2,0,Isolada,1981/09/25 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,7544,3462,IPP com base em IBGE - Censo Demográfico 2022,,132,119068.29047035,5546.31614504909,119068.287799663
917,379,Falange,1,2117,Falange,1985/04/25 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,1481,542,IPP com base em IBGE - Censo Demográfico 2022,,142,67405.94347545,3097.02647369669,67405.9433562081
918,380,Morro do Sossego (RA - Bangu),1,2117,Falange,1985/04/25 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,616,228,IPP com base em IBGE - Censo Demográfico 2022,,142,23900.81615679,679.405387321671,23900.8161568606
919,381,Nova Kennedy,2,0,Isolada,1985/05/14 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,2782,1123,IPP com base em IBGE - Censo Demográfico 2022,,141,90761.34394554,1802.99557241704,90761.3439459779
920,382,Saibreira,2,0,Isolada,1985/05/14 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,1524,603,IPP com base em IBGE - Censo Demográfico 2022,,142,52850.66750661,1009.18809087421,52850.667506617
921,383,Tancredo Neves (RA - Bangu),1,2117,Falange,1985/05/14 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,220,96,IPP com base em IBGE - Censo Demográfico 2022,,142,17575.96937857,871.274739625776,17575.9693785282
922,384,Vila Jurema,2,0,Isolada,1985/04/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,714,273,IPP com base em IBGE - Censo Demográfico 2022,,139,28494.81638583,922.840123919559,28494.8163861164
923,385,Vila Santa Luzia,2,0,Isolada,1985/04/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,102,53,IPP com base em IBGE - Censo Demográfico 2022,,139,9855.15143388,418.265016493914,9855.15143397627
924,387,"Estrada dos Bandeirantes, nº 29.192",2,0,Isolada,1990/11/08 00:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,219,104,IPP com base em IBGE - Censo Demográfico 2022,,131,14222.99806829,845.101614730934,14222.9980683003
925,388,A.M. do Rio Bonito,2,0,Isolada,1995/05/16 00:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,580,262,IPP com base em IBGE - Censo Demográfico 2022,,131,29332.37975803,1776.67339067098,29332.3791827459
926,441,Rua São João,1,2083,Jacarezinho,1990/02/07 00:00:00+00,155,Jacarezinho,28,Jacarezinho,3.2,Méier,3,572,286,IPP com base em IBGE - Censo Demográfico 2022,,155,21511.58714616,1335.07554888118,21511.587253517
927,390,Rio Morto,2,0,Isolada,1990/11/10 00:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,954,400,IPP com base em IBGE - Censo Demográfico 2022,,131,27035.12168228,1808.14113665907,27035.1216824842
928,391,Parque Real,1,2119,Parque Real,1985/05/29 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,2360,629,IPP com base em IBGE - Censo Demográfico 2022,,141,82232.34243508,1451.40656699802,82232.3424350446
929,392,Travessa Sta Catarina-Vila dos Minerios,1,2118,Fazenda Coqueiro,1985/05/28 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,628,274,IPP com base em IBGE - Censo Demográfico 2022,,141,26436.03161186,937.941074237721,26436.0316120331
930,393,Vila Olímpia,1,2118,Fazenda Coqueiro,1985/05/28 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,453,187,IPP com base em IBGE - Censo Demográfico 2022,,141,18212.00448046,679.797500377099,18212.0047928474
931,399,Vila Maria,2,0,Isolada,1983/09/01 00:00:00+00,50,Higienópolis,12,Inhaúma,3.4,Inhaúma,3,661,312,IPP com base em IBGE - Censo Demográfico 2022,,050,10791.17960714,731.431887696521,10791.1796069379
932,401,Chega Mais,1,2033,Dourados,1985/04/15 00:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,315,130,IPP com base em IBGE - Censo Demográfico 2022,,046,5351.13110477,685.931421417102,5351.13093146205
933,402,Vila Itaocara,2,0,Isolada,1985/05/02 00:00:00+00,56,Tomás Coelho,12,Inhaúma,3.4,Inhaúma,3,82,45,IPP com base em IBGE - Censo Demográfico 2022,,056,5769.39879409,497.456568847962,5769.39879418959
934,403,Parque Nova Jerusalém,1,2075,Bairro da Pedreira,1981/09/10 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,942,362,IPP com base em IBGE - Censo Demográfico 2022,,114,52223.69779175,1642.80095155459,52223.6977918774
935,442,Tancredo Neves (RA - Jacarezinho),1,2083,Jacarezinho,1990/02/12 00:00:00+00,155,Jacarezinho,28,Jacarezinho,3.2,Méier,3,689,320,IPP com base em IBGE - Censo Demográfico 2022,,155,12569.97739167,821.639846861663,12569.9756600667
936,444,Mourão Filho,1,2084,Complexo do Alemão,1990/02/22 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1119,454,IPP com base em IBGE - Censo Demográfico 2022,,156,18082.45898196,739.201160649677,18082.4589821855
937,404,Final Feliz II,2,0,Isolada,1987/02/02 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,1307,465,IPP com base em IBGE - Censo Demográfico 2022,,114,58009.49799045,2531.988418152,58009.4979904513
938,405,"Rua Embaú, nº 427",1,2079,Parque Unidos,1987/05/02 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,377,161,IPP com base em IBGE - Censo Demográfico 2022,,114,13619.71782509,961.29079242437,13619.7181999818
939,406,Parque Raio de Sol,1,2071,Parque Criança Esperança,1995/05/05 00:00:00+00,106,Guadalupe,22,Anchieta,3.6,Pavuna,3,1265,509,IPP com base em IBGE - Censo Demográfico 2022,,106,67364.92710113,1607.75266722882,67364.9271013295
940,410,Beira Rio - Lot. Jardim Bela Vista (RA - Campo Grande),2,0,Isolada,1988/01/02 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,392,161,IPP com base em IBGE - Censo Demográfico 2022,,144,19991.89626673,927.635506263064,19991.8954605278
941,414,Moquiço (RA - Cidade de Deus),1,2108,Santa Efigênia,1988/08/24 00:00:00+00,118,Cidade de Deus,34,Cidade de Deus,4.1,Jacarepaguá,4,148,55,IPP com base em IBGE - Censo Demográfico 2022,,118,6404.91783623,599.43717336187,6404.91783634776
942,418,Vila Lélio Boaventura,1,2114,Vila João Lopes,1988/01/02 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,457,204,IPP com base em IBGE - Censo Demográfico 2022,,139,22391.59484777,1328.4449670367,22391.5948478843
943,415,Jardim Moriçaba,2,0,Isolada,1988/01/02 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,2149,839,IPP com base em IBGE - Censo Demográfico 2022,,145,131790.19460558,3864.92333009374,131790.194741354
944,478,Jardim Boiúna,2,0,Isolada,1991/08/13 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,393,196,IPP com base em IBGE - Censo Demográfico 2022,,122,10825.61014638,472.383723173103,10825.6101462399
945,411,Rua Madagascar,1,2081,Rua da Escadinha,1987/08/02 00:00:00+00,158,Parque Colúmbia,25,Pavuna,3.6,Pavuna,3,193,77,IPP com base em IBGE - Censo Demográfico 2022,,158,6420.81503992,467.268476951966,6420.8150398052
946,416,Joaquim Magalhães,1,2127,Marcondes da Luz,1987/10/01 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,335,143,IPP com base em IBGE - Censo Demográfico 2022,,144,21926.75850389,1002.55525210396,21926.7585037996
947,417,Vila 133,1,2114,Vila João Lopes,1988/01/02 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,185,76,IPP com base em IBGE - Censo Demográfico 2022,,139,8993.10167653,623.33269083639,8993.10167631846
948,419,Morro São Sebastião,1,2114,Vila João Lopes,1988/01/02 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,579,203,IPP com base em IBGE - Censo Demográfico 2022,,139,17253.58814965,1702.83791713078,17253.5881498387
949,420,Tiqui,1,2117,Falange,1988/03/01 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,275,101,IPP com base em IBGE - Censo Demográfico 2022,,142,10208.33080902,497.273212071785,10208.330809053
950,421,Murundú,1,2119,Parque Real,1988/01/02 00:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,2195,564,IPP com base em IBGE - Censo Demográfico 2022,,140,59495.09005392,1782.9415837418,59495.0900541094
951,422,"Rua da Feira, nº 1.220",2,0,Isolada,1988/01/02 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,94,47,IPP com base em IBGE - Censo Demográfico 2022,,141,6886.25911328,384.096061654422,6886.25911332276
952,434,Comunidade São Francisco de Assis,2,0,Isolada,1988/08/05 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,1471,738,IPP com base em IBGE - Censo Demográfico 2022,,115,44603.53259826,2460.72541825701,44603.5325983914
953,445,Ruth Ferreira,2,0,Isolada,1991/11/30 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,165,68,IPP com base em IBGE - Censo Demográfico 2022,,041,2604.08166397,367.272734204288,2604.08166405554
954,425,Comandante Luis Souto,1,2093,Comandante Luis Souto,1988/01/02 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,2964,1270,IPP com base em IBGE - Censo Demográfico 2022,,124,224439.51895265,4258.15326838784,224439.518952563
955,426,Chacrinha do Mato Alto,1,2093,Comandante Luis Souto,1988/08/02 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,2262,979,IPP com base em IBGE - Censo Demográfico 2022,,124,85782.9590754,1353.18726996486,85782.9590752582
956,433,Vila Pitimbu,1,2102,Vila Pitimbu,1988/07/02 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,745,379,IPP com base em IBGE - Censo Demográfico 2022,,115,16529.58928622,736.543440647301,16529.5892861853
957,466,Santa Maura,2,0,Isolada,1991/07/22 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,633,281,IPP com base em IBGE - Censo Demográfico 2022,,115,19529.57208949,778.396228432683,19529.5720894813
958,437,Comunidade Estação da Mangueira (Amcema),2,0,Isolada,1990/02/05 00:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,424,170,IPP com base em IBGE - Censo Demográfico 2022,,057,11213.84125059,1088.98698195795,11213.8413126376
959,427,Chácara Flora,1,2093,Comandante Luis Souto,1988/08/02 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,3729,1674,IPP com base em IBGE - Censo Demográfico 2022,,124,179590.24335844,5375.57553863598,179590.243358647
